x,y
0.0,0.19097095802684017
0.0001,0.19097055802684082
0.0002,0.19096955802684157
0.0003,0.19096775802684007
0.0004,0.19096535802684045
0.0005,0.19096215802684036
0.0006,0.19095835802684036
0.0007000000000000001,0.1909537580268399
0.0008,0.1909485580268413
0.0009,0.19094255802684046
0.001,0.1909359580268415
0.0011,0.19092855802684028
0.0012,0.19092055802684094
0.0013,0.19091175802683935
0.0014000000000000002,0.1909023580268414
0.0015,0.19089215802684123
0.0016,0.19088125802683997
0.0017000000000000001,0.19086975802684059
0.0018,0.19085745802684073
0.0019,0.19084455802684097
0.002,0.19083085802684074
0.0021,0.1908165580268406
0.0022,0.19080145802684179
0.0023,0.19078575802684128
0.0024,0.1907692580268403
0.0025,0.1907521580268412
0.0026,0.19073425802684163
0.0027,0.19071565802684098
0.0028000000000000004,0.19069645802684043
0.0029,0.1906764580268394
0.003,0.19065585802684026
0.0031,0.19063445802684065
0.0032,0.19061235802683996
0.0033,0.19058965802684114
0.0034000000000000002,0.19056615802684185
0.0034999999999999996,0.19054205802684088
0.0036,0.19051715802683944
0.0037,0.19049155802684048
0.0038,0.1904653580268416
0.0039000000000000003,0.1904383580268405
0.004,0.1904106580268401
0.0040999999999999995,0.19038235802683978
0.0042,0.19035325802684078
0.0043,0.1903234580268407
0.0044,0.1902930580268407
0.0045000000000000005,0.19026185802684026
0.0046,0.1902299580268405
0.004699999999999999,0.19019735802684146
0.0048,0.19016415802684072
0.0049,0.1901301580268413
0.005,0.1900954580268408
0.0051,0.190060058026841
0.0052,0.1900240580268413
0.0053,0.18998725802684113
0.0054,0.1899497580268399
0.0055000000000000005,0.18991155802684112
0.005600000000000001,0.18987275802684067
0.005699999999999999,0.18983315802683975
0.0058,0.18979285802683954
0.0059,0.18975185802684003
0.006,0.1897101580268412
0.0060999999999999995,0.18966775802684133
0.0062,0.18962465802684036
0.0063,0.1895808580268401
0.0064,0.18953645802683994
0.006500000000000001,0.18949125802684108
0.0066,0.18944535802684115
0.0067,0.18939875802684014
0.0068000000000000005,0.18935145802683984
0.0069,0.18930345802684023
0.006999999999999999,0.18925475802684133
0.0070999999999999995,0.18920535802683958
0.0072,0.1891552580268403
0.0073,0.18910445802683995
0.0074,0.1890528580268409
0.0075,0.18900065802684018
0.0076,0.18894775802684016
0.0077,0.18889415802684084
0.0078000000000000005,0.18883985802684045
0.0079,0.18878485802684075
0.008,0.1887290580268406
0.008100000000000001,0.18867265802684052
0.008199999999999999,0.18861555802684116
0.0083,0.18855775802684072
0.0084,0.18849915802684158
0.0085,0.18843995802684077
0.0086,0.18837995802684127
0.0087,0.18831935802684008
0.0088,0.1882579580268402
0.0089,0.18819595802684042
0.009000000000000001,0.18813315802684016
0.0091,0.18806975802684
0.0092,0.18800555802684116
0.009300000000000001,0.18794065802683946
0.009399999999999999,0.18787505802684024
0.0095,0.1878088580268411
0.0096,0.18774185802683974
0.0097,0.18767415802684084
0.0098,0.18760575802684087
0.009899999999999999,0.1875366580268416
0.01,0.18746685802684127
0.0101,0.18739635802684163
0.0102,0.18732505802683974
0.0103,0.1872531580268415
0.0104,0.18718055802684042
0.0105,0.18710715802684064
0.0106,0.18703315802684095
0.010700000000000001,0.1869583580268408
0.0108,0.18688295802684074
0.0109,0.18680675802684021
0.011000000000000001,0.1867298580268404
0.0111,0.1866522580268395
0.011200000000000002,0.18657395802684107
0.0113,0.1864949580268398
0.011399999999999999,0.186415258026841
0.0115,0.18633485802684113
0.0116,0.1862537580268402
0.011699999999999999,0.18617185802684055
0.0118,0.186089358026841
0.011899999999999999,0.186006058026841
0.012,0.18592205802683992
0.0121,0.18583735802684131
0.012199999999999999,0.18575195802683986
0.0123,0.18566585802684088
0.0124,0.18557905802684083
0.0125,0.18549155802684147
0.0126,0.18540325802683988
0.0127,0.18531435802684015
0.0128,0.18522465802684174
0.0129,0.18513425802684047
0.013000000000000001,0.1850431580268399
0.0131,0.18495135802684182
0.0132,0.18485875802684149
0.013300000000000001,0.18476555802683947
0.0134,0.18467155802684054
0.013500000000000002,0.18457685802684054
0.013600000000000001,0.18448145802684124
0.0137,0.18438535802684086
0.0138,0.1842885580268394
0.0139,0.18419095802684105
0.013999999999999999,0.184092758026841
0.0141,0.18399375802684048
0.014199999999999999,0.18389405802684067
0.0143,0.1837935580268404
0.0144,0.1836924580268402
0.014499999999999999,0.18359055802683955
0.0146,0.18348795802684137
0.0147,0.18338465802684034
0.0148,0.18328065802684002
0.0149,0.183175858026841
0.015,0.1830704580268403
0.0151,0.1829642580268409
0.0152,0.18285735802684044
0.015300000000000001,0.1827496580268395
0.0154,0.18264135802684045
0.0155,0.18253225802684092
0.015600000000000001,0.18242245802684032
0.015700000000000002,0.18231185802684102
0.0158,0.18220055802684065
0.0159,0.18208865802684038
0.016,0.18197585802684024
0.0161,0.18186245802684198
0.016200000000000003,0.1817482580268397
0.0163,0.18163335802684166
0.016399999999999998,0.18151775802684078
0.0165,0.1814014580268406
0.0166,0.18128435802683995
0.0167,0.18116655802684
0.0168,0.18104805802684076
0.0169,0.18092875802684105
0.017,0.18080875802684204
0.0171,0.18068805802684018
0.0172,0.1805665580268414
0.0173,0.18044435802684156
0.0174,0.18032145802684063
0.0175,0.1801978580268404
0.0176,0.18007345802683972
0.0177,0.1799483580268415
0.0178,0.17982245802684105
0.0179,0.17969595802684069
0.018000000000000002,0.17956865802683986
0.0181,0.17944055802684034
0.0182,0.17931175802684152
0.0183,0.17918225802684162
0.0184,0.17905205802684065
0.018500000000000003,0.178921058026841
0.018600000000000002,0.17878935802684026
0.0187,0.17865695802684023
0.018799999999999997,0.17852375802683973
0.0189,0.17838985802683993
0.019,0.17825515802684144
0.0191,0.17811975802684188
0.0192,0.17798365802684124
0.019299999999999998,0.17784675802684013
0.0194,0.17770915802683973
0.0195,0.17757085802684003
0.0196,0.17743175802684164
0.0197,0.1772919580268404
0.019799999999999998,0.17715135802684046
0.0199,0.1770101580268406
0.02,0.1768680580268409
0.020099999999999996,0.1767253580268413
0.0202,0.17658185802684123
0.0203,0.1764375580268407
0.0204,0.17629255802684085
0.020499999999999997,0.17614685802683994
0.0206,0.17600035802684033
0.0207,0.17585315802683965
0.0208,0.17570525802684145
0.0209,0.175556558026841
0.021,0.17540715802684126
0.021099999999999997,0.17525695802683927
0.0212,0.17510605802683976
0.0213,0.17495435802684156
0.021400000000000002,0.1748020580268399
0.0215,0.17464885802684194
0.0216,0.17449495802684112
0.0217,0.174340358026841
0.0218,0.1741850580268416
0.0219,0.17402895802683993
0.022000000000000002,0.17387205802683958
0.022099999999999998,0.1737144580268417
0.0222,0.173556158026841
0.0223,0.1733970580268398
0.022400000000000003,0.1732372580268411
0.0225,0.1730767580268413
0.0226,0.17291545802684105
0.0227,0.1727533580268421
0.022799999999999997,0.1725905580268403
0.0229,0.172427058026841
0.023,0.1722627580268412
0.0231,0.17209775802684035
0.0232,0.1719320580268402
0.0233,0.17176555802684135
0.023399999999999997,0.17159825802684026
0.0235,0.17143025802684164
0.0236,0.17126155802684018
0.023700000000000002,0.17109205802684002
0.023799999999999998,0.17092185802684057
0.0239,0.17075085802684065
0.024,0.17057915802684143
0.0241,0.17040675802684113
